textDisplay
"Magangnya harusnya ya jangan di perusahaan Swasta, ITU MAH SAMA AJA MENUTUP LAPANGAN PEKERJAAN TETAP GA SIH????"
Magang saja sarjana apalagi mau jadi pejabat kyknya harus s2
Truss TUJUANnya magang itu apaaa??. Cm dpt sertificat doang+AKAN disalurkan. tp dsalurkan kmn?? Mmgnya ada brp LPANGAN KERJANnya?? pmerintah kok suka kasih HARAPAN PALSU  sih.
"Dikasih solusi salah, ga ngasih solusi salah, lu kira lu pengangguran itu salah pemerintah doang? Perusahaan swasta ga lu salahin? Gw mantan peserta MSIB tahun lalu, jujur terbantu bgt, cuma setelah program ya balik lg keputusan perusahaan swasta mau diambil karyawan atau gaa, karna yg gaji itu swasta bukan pemerintah, PAHAM? Gw dulu MSIB tujuannya supaya Gw dikenal sama perusahaan, Gw punya channel dunia kerja, lebih dekat lagi sama dunia kerja, dll, ga hanya Sertifikat, dll. Jadi lu kalo pengen sukses ya usaha lah anjirrr, jgn ngeluh mulu, emang kebanyakan pengangguran itu org2 yg ga punya strategi, suka ngeluh, dan ga sabaran, dan suka nyalahin org lain kalo lagi nganggur, kaya lu buktinya😂"
"​@dikkefinbimantara1254heleehh...jobfair selama ini jg cm akal2an sj spy klihatan pmerintah carikan krj,pdahal tdk ada (pengakuan CEO sendiri looo). kasihankan antre sampe jatuh korban. MAGANG ini tak jauh beda dg itu.ini hanya PROGRAM TERPAKSA utk selamatkan MUKA GIBRAN yg janji 19 juta lap krj.dan buktinya ZONK"
"Jangan yg baru lulus aja ,UTAMAKAM YG SUDAH LAMA NGANGGUR, KASIHAN MEREKA SAMPAI PUTUS ASA RATUSAN KALI MELAMAR PEKERJAAN BLM KERJA JUGA. !!!!"
"Pemuda,,di beri keterampilan di BLK,,,terus kerja di magangkan di luar negri secara matang sesusi dg minat bakatnya,,,itu harus terus meneru secara periodik,,,,para pemudanya ❤❤❤"
SAYA PIKIR 19 JUTA LAPANGAN PEKERJAAN SESUAI JANJI KAMPANYE TEMPO HARI.
"Magang dikementrian itu hanya menghabiskan anggaran saja,, menkeu itu cepat hapus PPN,, lalu turunkan kurs dollar kalau bisa dibawah 10.000/ dollar,, bisa tdk,jgn pencitraan mulu, tdk mampu melakukannya, cari jalan pencitraan."
Upah pegawai mestinya sama semua jangan ada perbedaan karena harga BBM pun harganya nasional
Usia 35 keatas donk karna Uda sulit cari pekerjaan
"Ah magang itu cuman mau habiskan biaya atau buat proyek kementerian saja, biar bisa korupsi. Apa gunanya magang-magang kalau lapang pekerjaannya aja tidak jelas, ujung yang ikut magangpun nanti suruh cari kerja sendiri."
"Iya pak    anak2 butuh  pekerjaan , anak dewasa yg  ddh punya keluarga..ngalamar kesana kemari  alasan usia  lbih....tolong perhatikan ank2 dewasa dll"
Buang waktu.. kelar di situ cari kerja lagi udah g di terima umur nya 😂
Jangan cuma magang pak tapi berkelanjutan...
Lulusan S1 dan D3 di suruh magang sedangkan yg SMA belum jelas kelulusannya di suruh jadi wakil....bener bener Konoha mah yaa
Ngeri bos... Perusahaan mana yang mau menggajih sesuai UMP.yang senior aja udah pada mau pensiun. Banyak yang PHK.
Magang di jkrta cuma di gaji 3jt
"Jangan kan 20 ribu,2 juta orang aja masih dikit untuk mengurangi pengangguran,"
Link pendaftarannya mana
"Trs yg lulusan lama di biarkan begitu saja ya pak,g adil dong, harusnya sama2 di rangkul buat kerja magang"
"Bagus , buka terus lapangan kerja bila perlu sebanyak banyak nya, lndonesia generasi produktif bukan generasi tongkrongan, terima kasih untuk semuanya"
Pakailah DIKLAT DIKLAT yg banyak nganggur utk PEMBEKALAN  BAHASA ASING DAN KETRAMPILAN UTK SARJANA SARJANA YG BARU LULUS ATAU MASIH MENGANGGUR.BIAR BERGUNA GEDUNG GEDUNG MEGAH ITU. DAN BAGI PESERTANYA GRATIS.MENTRI TENAGA KERJA YG ANGGARKAN BIAYANYA. HERAN PARA MENTRI APA KERJAMU ??? MANA TROBOSANNMU UTK MENUJU INDONESIA EMAS ? MOLOR AJA KERJANYE.
itu ada dana ny buat gaji org yg magang koq giliran uang pensiunan yg dipotong tiap bln smp puluhan tahun g dikembalikan smp skrg gmn NKRI mw di bilang adil wajar rakyat demo trs menerus emang pemerintahny yg g adil sm rakyat
Mudah2an Segera Tereliasi program ini banyak anak2 kita lulus masih PD menganggur. Itu Ada yg janji buka lopangan kerja 19juta OMON OMON Doang.
Program gk jelas honorer aj  gk digaji aplgi magang konoha2 omon2 tok.😂😂😂
"Kok, jd terkesan pak purbaya doang yg kerja, yg lain mana"
janji ya pak menteri gaji segitu jangan dipotong ini-itu lagi ya
nanti titipan juga yg bisa magang
Buka kerja untok cari lantong mau kah ini permerintah makan lender rahyat suroh kerja cari lantong gobelok punya permerintah
"Saya sllu berdo&#39;a SMG Indonesia mulai damai dan sejahtera membuka lapangan kerja bagi rakyatnya yg pengangguran, SMG BPK Mentri keuangan di berikan amanah yg jujur demi rakyat 🙏🙏"
"Dari sejak indonesia berkonstitusi, negara pemerintah  RI membuat program diskrimatif....kebutuhan pokok semua anak negara wajib mutlak sama, walau seorang presiden dg org gila. Kebutuhan hidup sehat, kebutuhan hidup berilmu, kebutuhan hidup bekerja, kebutuhan hidup utk mati.....terserah mau di bahas pakai ilmu apa aja manusia....."
"Pak Mentri yg jadi ojol banyak sekolahnya tinggi tinggi,dan banyak yg pintar dan jenius pak angkat pekerjakan di pemerintahan ,kenapa ,pak Erik Tohir ,menjabatnya merangkap rangkap ,kalau bisa di negri ini jangan di perbolehkan merangkap jabatan yg dobel kasian,yg lain jangan tamak tamak dengan jabatan dong ,anda sudah kaya raya ingat yg belum bekerja,pak Erik kekayaanmu di makan 100,turunanmu  ngk habis pak erik tohir"
😂😂yang sudah sudah sih buat keluarga yang ngurusin nya aja yang bisa.. Di atas emang bagus program nya tapi di bawah nya ini yang hrs di awasi kelanjutannya.
"DPR mundur semua di ganti mahasiswa lulusan ,gajii pns,semua DPR pasti pada keluar yg Gati minta naik naik masih kurang suruh mundur saja ,lulusan mahasiswa yg lulusan banyak ,makanya sudah enak jadi DPR ,jangan melonjak,"
"Progar cuma enak didengar PHP aja udah jadi tabiat pemeritah negara ini gampang ngomong kenyataan omong kosong doang,,,kalau ada program malah jadi ajang para pejabat dan orang dalam instansi terkait,untuk memasukakn keluarga dan kerabatnya,,,"
"😂😂😂 cuma magang doang bukan bekerja sebenernya, tapi magang itu disamakan dgn kerja beneran bahkan lebih berat dgn UMP yg kecil setengah atau seperempat dari gaji karyawan.. ini lah yg menguntungkan perusahaan lebih besar krna g perlu banyak biaya tambahan tapi dpt hasil yg maksimal, yg rugi umur para magang itu semakin tua semakin g dpt kerjaan.. krna cuma ikum magang doang sampe umur 25.. malah sulit nyari kerjaan"
"Biasanya ada tambahan kriterianya, Dengan pengalaman kerja minimal 3 tahun....."
Alhmdulillab sarjana .dmz smk fpt oeluang kerja..aamii  yra
Bagaimana industri menyerap tenaga kerja kalau industri banyak yg gulung tikar karena kebijakan penguasa
Mohon di terap kan pelamar pekerja tanpa batas umur..
Haadeehh gak jls bgt 😢😢 proses magang gaji gak setara fakta nya 😢😢buang2 waktu j
Yg penting jangan KKN cara penerimaan magangnya
"Hayo pak buka link nya biar anak seorang kuli yang S1,S2 bisa kerja"
Kalau dapat upah umum ditinjau ulang lagipak tidak memadai bagi rakyat kecil yang berkeluarga yang untuk bujangan  suda memadai bahkanlebih yang jadi pelemik yang berkeluarga anak tiga butuh sandang pangan  pendidikan apacukup belum sewa rumah disana semua Ter paksa kerja parohan cari pendapatan lain untuk nutupin kekurangan oke salam curhat pak men
Masih Menunggu 19 jt lapangan kerja yg dijanjikan.  20k mah masih kecil itu hanya 0.1 %
"baru ini sdh belasan tahun, ada yang mikirin lapangan kerja untuk rakyat, ngak cuma mikirin ngerampok kayak ono"
"Tinggal oknum2 OS nih yg belum di sikat abis juga, yg menipiskan uang kecil2an buat masuk kerja,,. Tolong juga pak oknum2 agen penyalursn2 itu di SIKAT habis biyar semakin makmur utk org2 yg mau bekerja dg gaji normal yg bakal di dapat,."
"SEMUA PROGRAM PEMERINTAH ITU BAGUS, TAPI PELAKSANAAN YANG MELENCENG. LIHAT DULU APA HASILNYA"
Program spt jaman sby
"Per smester : UKT . . . Rp. 7 juta Kost . . . Rp  9 juta Makan. .Rp. 9 juta Total . . .Rp.25juta Per bulan 25/6 = Rp.4,17 juta Gaji UMK . . Rp.3     juta Selisih minus Rp. 1,17 juta Pantas ada yg jalan pintas, tak usah kuliah, langsung ke PASAR PRAMUKA bisa jadi Walkot, Gubernur, Presiden. Banyak untungnya."
"Harus nya ini cara lama, perusahaan yg mencari pekerja.. dan memang harusnya seperti itu ciri ekonomi terlihat berjalan maju.. semakin banyak perusahaan yg ada di indonesia"
Justru yg sdh lama menganggur diprioritaskan agar negara ini tdk banyak pengangguran.. 🙏🏻
Yg udah lama nganggur kesehatannya d ragukan bro... baru d trima kerja.. eeeh minggu depannya dah ambil cuti krn sakit. Banyak dumel banyak ngeluh.. Susah pokoknya. Jaman dah bobrok bgini.. mending bajakin orang2 kaya aja. Yg penting demi kelrga.. hasil bajak anggap aja rejeki yg tertahan. 🇮🇩😋🤭👍
Dari daulu kan  Anak magang emang dapet uang saku. Terutama anak perhotelan  Gak tau juga jika ada perusahaan memberi magang tapi gak di Gaji.
Mantap yng tua kerja bagus tahan yang kerja malas buang ganti yang muda2
"Persyaratan ! Cari lulusan terbaru tp harus berpengalaman kerja, itu bertolak belakang syaratnya, bodoh HRD perusahaan skarang"
"MULAI TAHUN DEPAN JANGAN LAGI PAKEK PRUSAHAAN SUASTA, PEMERINTA SENDIRI HARUS MEM BUATPABRIK SENDIRI.UNTUK PEKERJA MUDA INDONESIA ,BUKAN DIKIT DIKIT SUATA PUNYA KETURUNAN TIONGHUA,"
ANGGOTA DPR IJASAH SMA. ADA YG PAKE ECONOMI POLITIK DUDUK DI KURSI DPR. YG MAGANG S1
"Iya Program Pemerintah ini bagus  ank sy bisa manggang di brp Perusahaan karnanya  banyk wawasan, pengalaman kerja di dapat, ini sbuah ajang  mendidik adek 2 kita dgn ada gaji😮😅"
Iya setuju bukan yg baru lulus aja yg diberi kesempatan. Semua lulusan yg blm bekerja juga diberikan kesempatan. Memangnya lulusan lama dianggap badi..
"Alhamdulillah,,stidaknya mengurangi pengangguran 20rb jiwa,,...👍👍"
Uang negara manfaatkan untuk pelatihan kerja secara gratis supaya mereka yg nganggur siap kerja disemua sektor dari oada dimakan koruptor
"Berhenti pajakin UMKM,biar bisa bantu ketersediaan lapangan kerja"
"Kok para menterin pada dungu. Menganggap rakyat hanya mainan. Terus habis kerja magang gapain, sampai menikah magang terus???  ALTERNATIVE 1.  Negara butuh investor/dana cash untuk menggerakkan daya beli masyarakat. Tetapi investor yg tidak memabawa TKA dan vendor dari negaranya seprti Tiongkok yg telah mematikan lapangan pekerjaan dan menghancurkan daya beli masyarakat. KETIKA DAYA  BELI TUMBUH BARU USAHA NASIONAL BISA NERPUTAR DAN BUTUH KREDIT BANK.  ALYERNATIVE 2. Tanpa investor, dengan dana 200 T, pemerintah perlu membangun industri industri ber basis eksport atau mengurangi ketergantungan import. Dengan syarat menggunakan sumber daya manusia Indonesia semaksimal mungkin mulai dari pembangunan sampai pengoperasian, termasuk vendor dan supplier.  BUKAN MEMBANGUN INFRA STRUKTUR SEPERTI JALAN TOL, BANDARA dll.  SEMUA SEKTOR HARUS BERGERAK, BUKAN HANYA KEMENKEU."
Sarjana gaji UMP kalo SMA atau SMP dibawah itu donk ya 🤣
Kalau bisa jangan ada lagi guru honorer dimanapun mereka bertugas yang gajinya dibawah ump apalagi sampai dirapel pak.... Memalukan sebagai bangsa yang besar....
"Makin lama,, program2 para menteri malah semakin ngawur .."
Enak SE x....saya yang kerja SDH puluhan tahun aja upah dibawah UMK....dan pemerintah tidak perduli
Program baru dgn masalah baru. Ujung ujung nya anda tau sendiri.
Lhoo pk bgmn nasib mereka yg sdh lulus lama tp blm dpt kerja Tolong pikirkan nasib mereka pada umumx sdh pd berklg tp blm dpt kerja yg tetap  Klau yg baru lulus kebanyakan msh muda msh panjang jangkauan d banding yg lulusan sdh lama KASIAN LHO YG LULUSAN LAMA BLM KERJA TOLONGIN DULU  DIDULUKAN YG LULUSAN LAMA  K A S I A N LHOOOO ❤❤❤
Perusahaannya mana dari dulu pabrik ya itu itu aj .milik Orang Cina .mana milik  orang indonesia .Cuman rebutan Jabatan Doang
Gunakan anggaran pemerintah untuk buka lapangan kerja seluas2nya. Biar ga dikorupsi. Buka pabrik singkong kapasitas ribuan ton ditiap kabupaten dilampung utamanya Lampung Utara agar negara hadir jgan suasta sipit monopoli dan jajah negeri.
Gudang garam saja bangkrut . .ribuan orang jadi pengangguran.....
anak magang boleh ikut korupsi gak?
Tenaga  honorer tolong diperhatikan Pak dikasih gaji yg manusiawi... sekatang mereka ga digaji klwpun ada 100 rb sebulan...
"Saya berharap ada magang buat lulusan SMA yg berbasis asrama.  Fokus bidang nya: <a href=""http://1.financial/"">1.Financial</a> <a href=""http://2.marketing/"">2.marketing</a> <a href=""http://3.data/"">3.Data</a> analis 4.Stem 5.Leadership dan manjemen"
"Saya berharap ada magang buat lulusan SMA yg berbasis asrama.  Fokus bidang nya: <a href=""http://1.financial/"">1.Financial</a> <a href=""http://2.marketing/"">2.marketing</a> <a href=""http://3.data/"">3.Data</a> analis 4.Stem 5.Leadership dan manjemen"
"Saya berharap ada magang buat lulusan SMA yg berbasis asrama.  Fokus bidang nya: <a href=""http://1.financial/"">1.Financial</a> <a href=""http://2.marketing/"">2.marketing</a> <a href=""http://3.data/"">3.Data</a> analis 4.Stem 5.Leadership dan manjemen"
(Nanya serius)di kota industri apakah ada magang anak SMK untuk PT
Trs yg udh lama lulus tp blm kerja gimana pak ..  Gk ditolongin jg ?
Yang  SMA / sederajat  gimana boosss  ?? Magang  capres / dpr   boleh lho.. 😂😂😂😂😂
Kalau rakyat di permudah sudah tentu rakyat akan patuh pada hukum. Percayalah rakyat dengan potensi yang ada agar rakyat mampu membangun bangsa dengan sebaik-baiknya baiknya jadi lah pejabat yang peduli pada bangsamu dan rakyatmu karena majunya dan makmurnya rakyatmu maka pejabat juga akan makmur dan sejahtera.buatlah regulasi yang mudah junguk semua rakyatmu jangan hanya mempermudah untuk kalangan elit dan konglomerat sehingga menimbulkan jurang sosial yang membuat kecemburuan sosial hingga menimbulkan kebencian dan akhirnya akan selalu membuat gejolak sosial hingga banyak kejahatan yang gak semestinya ada di negeri yang kaya raya ini.. Buatlah regulasi penyerapan tenaga kerja tanpa adanya batas umur kasihan yang umurnya sudah tua mereka juga butuh kerja buat menghidupi dirinya sendiri dan keluarga.sekali lagi jangan batasi usia kerja karena mereka yang berumur 40 tahun ke atas kebutuhan nya semakin banyak dan sementara  bila di batasi umurnya mereka akan akan menderita karena negeri ini belum melakukan jaminan sosial dengan baik untuk usia yang sudah tua.. Semoga bermanfaat.. Salam perubahan menuju Indonesia sejahtera bagi sekuruh rakyat semuanya..
Docter muda itu masa kerja2 docter tdk digaji msh kyk jaman belanda itu IDI kemana saja cadet pelayaran saja praktek dpt uang saku bhkn gaji
Program yang berm@nfaat.... Di umumkan secara jelas @gar masyarakan tahu kapan dimulai pendaftarannya    .. ❤❤❤❤❤
Hati hati jg nanti di manfaati di daerah cari kerja pake bayar
Semoga lancar program nya tanpa kendala yg berarti.... Gass
"Disebut lulusan baru, mungkin buat yang belum punya pengalaman kerja"
"Hayo pabriknya atau kantornya di kayangan 😂😂😂😂, cuma omongan tapi tak menyertakan alamat kantor atau perusahaan serta instansi apa"
Nah ini baru bener untuk meningkatkan daya beli. Dan lebih baik lagi digeser ke daerah setingkat propinsi untuk melaksanakan scara mandiri program padat karyanya.
Jika benar dan terealisasi dg lancar akan sangat membantu 20.000 orang pemagang. Lumayan
"Alhamdullillah Akhirnya... Lulusan sarjana ada kesempatan untuk berkerja di dalam negeri, trims Pak Purbaya❤❤❤"
Kabur aja bos keluar negeri..masih mending..anak saya sma langsung saya kerjakan ke jepang..lumayan masih bisa nabung 5 sampek 7 juta perbulan...banyak temanya sarjana dari ugm unbraw juga kerja pabrik pengolahan makanan..klo beruntung sarjana bisa jadi staf gaji bisa 30 jutaan...
Itu foto anak saya..saya usia sdah 53 tahun😂😂😂..kan banyak mas atau mbak..lpk lpk swasta..di jawa..saya mendaftarkan anak saya lewat lpk nur hidayah tulungagung jawa timur...ltanya aja di goegle lpk di jawa...lpk itu pwndidikannya belajar dulu bahasa jepang di.lpk..anak saya belajar 7 bupan baru ikut ujian jpt N4 di surabaya..bila lulus melanjutkan lagi SSW itu keahlian kusus..misal.keahlian keperwatan..pertanian..pengolahan makanan..perikanan..perhotelan .bangunan..banyak jurusan terserah maunapa keahlianya..itu ditempuh selama 2 bulan..lalu ujian sesuai.keahliannya di surabaya..bila lulus..menunggu ada lowongan dari perusahaan jepang..biasanya lpk jepangnya yg mencarikan..bila ada ikut interview..bila lulus menungu pengurusan paspor..surat surat biaya dsb..sekitar 2 bulan..itu bila lancar..semua tergantung anaknya.. belajrnya dan tingkat kecerdasanya..ya sperti sekolah itu klo lulus ya kerja klo gak lukus yavterus belajar lagi..ikut ujian lagi...bila lancar ya 1 tahun bisa dapat pekerjaan...saya habis biaya sekitar 50 sampet 60 jutaan..itu mulai daftar lpk jepang sampek biaya ujian..sampek visa kerja ..pasfor..pesawat..sampai di jepang..dan biaya hidup dijepang selama belum dapat gaji...semua itu kan tergantung niatnya masing masing..bila masih nganggur kan lebih baik keluar negeri..sperti jerman..australia..arab saudi..taiwan..korean hongkong..yabpokok negara negara maju..jangan maunklo ada lowongan ke kamboja..vietnam..thailan..itu negara kan masih sama levelnya dngbindonesia...oke​@asdsah-x1r
"Yg udah bekerja 7th pak,tolong di bantu,lebih baik yg udah pengalaman kerja"
Udah kerja masih mau minta kerja serakah amat sih bang😂😂😂
YG BARU LULUS MAGANG YG UDAH LAMA LULUS LANGSUNG KERJA.
"untuk S1 yg sudah 10 th hanya gaji UMR gimana ini Ndak ada kemajuan klu Ndak di kasih kesempatan . udah ikut CPNS 5x , nglamar PLN , PERiKANAN ...zonk semua . sekarang gaji 3jt / bulan ,"
😂😂😂😂 anak saya lulus sma udah 4 tahun kerja di pabrik pengolahan makanan..dulu lansung saya kursuskan bahasa jepang 1 tahun lulus ujian lowongan pabrik dijepang ..saya odal habis 6 jutaan..lumayan gak sampek 1 tahuh udah lunas..gaji pabrik 23 juta masih lumayan bisa nabung 7 sampek 10 juta perbulan..asal ngirit..udah bisa beli tanah di desa..temanya banya ko sarjana ugm..unbraw..unair..kerja di jepang...sama ada yg pertanian..perikaan bangunan..asal kuat dan di siplin..yg penting dijepangbitu bahasa nya baik..kan banyak to tki indonesia di jerman..di australia..di korea..taiwan..kabur aja bos😂😂😂
La nanti kalau udh lulus magang ny gimana pak?
Anakku Sarjana nganggur nh...cari kerja susah hrs ada uang nya.
"Mau yg baru lulus atau sdh lulus, yg jadi masalah itu para pemilik usaha kebanyakan tdk membayarkan gajih sesuai UMP"
program program lagi 😅 duit duit lagi 😅
"Mirip mirip australia, lulus kampus langsung d siapin t4 dan jaminan magang 3 tahun untuk nambah pengalaman"
Mwnding magang aja dinjeoang banyak...gaki masih bisa lah nabung 3 sampek 5 juta perbulan..anak saya sudah karyawan tetap gaji 23 juta di pabrik udah 4 tahun..kabur aja ...luar negeri banyak lowongan asal bahasa nya baik ..ya sperti di australia ...
Jangn cm yg lulusan baru aja pakkadihan yg lulusan lama jg blm PD kerja pak anakku jg
parah sumpah dari dlu carinya yang baru lulud sekolah 😢udh umur 25 sulit cari kerja😢
"Gqlakan lagi di desa2 padat karya jangan pakai kontraktor lewat dana desa untuk mempekerjakan warga3 sekitar yg tidak kerja itu wajib memanfaatkan warga sekitar karena klo pakai kontraktor mereka bawa tenaga kerja dari luar jadi ekonomi wilayah tersebut ekominya tidak memutar di wilayah itu ini saran sy untuk pak prabowo,klo menghidupkan kembali padat karya di jamin ekonomi daerah akan hidup,selama ini banyak proyek2 di desa karena yg kerja bukan warga2 sekitar"
